CustomerID,CustomerName,Age,Gender,SeniorCitizen,MaritalStatus,Dependents,City,State,Country,JoinDate,TenureMonths,ContractType,Plan,InternetService,TechSupport,OnlineSecurity,DeviceProtection,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,NumSupportTickets,SatisfactionScore,AvgMonthlyGB,LatePayments,Churn
102501,Mrs. Chloe Sampson,74,Male,Yes,Married,Yes,Kristinaport,NE,USA,10/06/2026,22,One year,Premium,Fiber,No,Yes,No,Yes,Yes,Yes,Bank Transfer,77.48,1814.64,9,5,404,8,Yes
102502,Mark Robinson,59,Female,No,Divorced,No,Amymouth,MT,USA,29/03/2021,48,One year,Premium,None,No,No,Yes,No,Yes,Yes,Credit Card,30.03,1431.09,0,5,182,7,Yes
102503,kimberly owen,64,Female,Yes,Divorced,Yes,New Patricia,PR,USA,06-09-2024,38,One year,Basic,Fiber,No,No,No,Yes,Yes,No,Bank Transfer,41.63,1625.03,4,5,396,8,No
102504,Chad Castillo,29,Male,No,Divorced,Yes, NORTH RYAN ,LA,USA,26/03/2023,33,One year,Basic,Cable,No,Yes,No,No,Yes,Yes,Credit Card,41.0,,3,1,556,7,No
102505,Mark Crawford Jr.,54,Male,Yes,Married,No,Sharonmouth,MO,USA,2025-06-26,35,Two year,Basic,Fiber,No,No,No,No,No,No,Bank Transfer,27.71,1052.68,2,2,269,6,No
102506,Jennifer Wilson,57,Male,Yes,Divorced,Yes,North Betty,SD,USA,08/05/2026,15,Month-to-month,Standard,None,No,No,No,Yes,No,Yes,Bank Transfer,82.19,1341.29,2,1,62,5,No
102507,Janice Brown,60,Female,No,Single,No,Hansenland,OR,USA,07-03-2022,11,Two year,Basic,Cable,No,No,Yes,Yes,Yes,No,Credit Card,73.85,,3,3,779,2,No
102508,david bowers,25,Female,No,Married,Yes,New Beth,UT,USA,2021-07-06,40,One year,standard,DSL,No,No,No,Yes,No,No,Credit Card,38.28,,9,3,659,7,No
102509,Joshua Yoder,46,Female,No,Single,No, MORGANSIDE ,PA,USA,06-11-2022,59,Month-to-month,Basic,Fiber,No,Yes,Yes,No,No,Yes,Electronic Check,36.6,2193.01,6,2,352,4,No
102510,Philip Chapman,23,Male,No,Single,Yes,Port Ashley,DE,USA,01/10/2025,52,Two year,Premium,Cable,Yes,No,Yes,No,Yes,No,Electronic Check,101.34,,9,1,748,0,No
102511,Ashley Everett,50,Female,No,Divorced,No, NORTH MICHAELMOUTH ,IN,USA,01-20-2024,70,Month-to-month,Standard,None,Yes,Yes,Yes,No,No,Yes,Electronic Check,113.19,7957.41,0,5,464,2,Yes
102512,Samantha Bean,24,Male,Yes,Single,Yes,Sandyhaven,ND,USA,2022-05-01,26,Month-to-month,Premium,None,No,Yes,Yes,No,No,Yes,Credit Card,53.75,,9,1,691,5,No
102513,Christina Buckley,80,Male,Yes,Divorced,No,Lake Dustinton,KS,USA,30/07/2021,23,One year,Standard,Fiber,No,Yes,No,No,No,Yes,Mailed Check,53.26,1197.4,3,4,330,1,No
102514,Cody Lowe DVM,47,Female,No,Divorced,No,East Juantown,NE,USA,08-25-2024,41,Two year,Standard,Cable,No,Yes,No,Yes,No,No,Electronic Check,50.0,2079.91,6,3,587,0,No
102515,Kim Bird,64,,No,Married,No,New Matthewport,AL,USA,2025-04-05,16,One year,Basic,None,Yes,No,No,No,No,No,Mailed Check,79.17,1304.22,5,2,583,4,No
102516,dr. denise garcia,79,Female,No,Divorced,Yes,Reynoldsstad,NM,USA,24/12/2021,70,Two year,standard,Cable,Yes,No,Yes,Yes,Yes,Yes,Credit Card,91.43,,6,2,536,7,No
102517,michael mullins,39,Male,No,Single,Yes,Lake Annette,AS,USA,10-23-2025,43,Two year,Premium,DSL,No,No,No,Yes,Yes,No,Bank Transfer,101.96,4470.3,6,2,177,1,Yes
102518,paula humphrey,49,,No,Married,No,Lake Aaron,TN,USA,2025-11-18,70,Two year,Basic,None,Yes,Yes,Yes,Yes,Yes,No,Credit Card,53.95,,1,5,34,4,No
102519,Ernest Smith,30,Female,Yes,Married,No,Davidland,NC,USA,02-25-2025,57,One year,Basic,Fiber,No,Yes,Yes,Yes,No,No,Electronic Check,66.87,3811.21,3,5,82,4,Yes
102520,Jonathan Calhoun,54,Female,No,Divorced,No,Port Derrickberg,CO,USA,03-16-2022,41,Two year,Basic,DSL,Yes,No,No,No,Yes,No,Credit Card,33.69,1429.92,4,1,44,7,No
102521,Amy Sanchez,38,Male,No,Single,Yes,Hernandezmouth,AR,USA,11-25-2022,44,Month-to-month,basic,DSL,Yes,Yes,Yes,No,Yes,No,Mailed Check,94.84,4148.96,3,1,475,5,Yes
102522,Jonathan Fox,38,,Yes,Single,No,South Haleytown,SC,USA,21/08/2024,6,Month-to-month,Premium,Fiber,No,No,No,No,Yes,Yes,Credit Card,101.62,627.4,2,5,401,5,No
102523,Kathryn Griffith,28,Female,No,Divorced,Yes,Adamsburgh,HI,USA,27/02/2023,4,One year,Basic,Fiber,Yes,No,No,No,No,No,Electronic Check,57.77,266.31,2,1,174,7,Yes
102524,gregory schmidt,30,,Yes,Married,Yes, CASTILLOBURY ,WV,USA,05-15-2023,22,Two year,Basic,None,Yes,Yes,No,Yes,No,Yes,Credit Card,58.32,,7,3,109,4,No
102525,Ann Moore DDS,74,Male,Yes,Married,Yes,North Tara,ND,USA,09/11/2020,5,Two year,Standard,DSL,No,No,No,Yes,Yes,Yes,Electronic Check,79.69,,7,3,708,7,Yes
102526,chelsea curry,66,Male,No,Single,No,New Sherrystad,PW,USA,2023-07-02,5,Month-to-month,Basic,Cable,No,Yes,Yes,No,No,Yes,Mailed Check,46.47,255.08,2,5,791,2,No
102527,Michael Barnett,32,Male,Yes,Divorced,No,West Ronaldport,AK,USA,2023-06-14,34,Two year,Basic,None,Yes,No,No,No,No,No,Bank Transfer,117.44,3996.94,4,2,461,6,No
102528,Phyllis Mccullough,27,Male,No,Single,Yes,Lake Jerrymouth,PW,USA,2024-06-29,19,Two year,Basic,Cable,Yes,No,No,No,Yes,Yes,Credit Card,38.18,804.53,3,3,778,6,No
102529,Amanda Gaines,43,Male,No,Married,Yes, KENNETHBURGH ,IN,USA,04-08-2026,51,One year,Basic,Cable,Yes,Yes,Yes,Yes,No,No,Electronic Check,28.27,1490.67,5,3,597,2,No
102530,samantha chapman,49,Female,Yes,Married,Yes,Marquezfort,ME,USA,2025-08-10,36,Month-to-month,Basic,Cable,Yes,Yes,No,No,No,No,Bank Transfer,114.55,4121.58,9,3,613,8,No
102531,Jennifer Jackson,52,Female,Yes,Divorced,Yes,North Megan,KS,USA,2020-08-27,46,Two year,Basic,Cable,No,Yes,Yes,Yes,Yes,Yes,Credit Card,110.34,5156.02,9,3,724,2,No
102532,Mr. Richard Bradley MD,57,Female,No,Single,Yes,Steinchester,ND,USA,02-18-2021,59,Month-to-month,Standard,None,Yes,No,Yes,No,No,No,Mailed Check,65.11,3895.87,0,2,195,2,Yes
102533,Trevor Miller,40,Male,Yes,Single,No,Hughesville,OH,USA,2024-09-28,35,Two year,Standard,None,Yes,Yes,No,No,No,Yes,Bank Transfer,56.21,1994.25,0,2,718,5,No
102534,Charles Warren,30,Male,No,Married,Yes, HUMPHREYMOUTH ,VT,USA,2021-04-30,7,Month-to-month,Basic,Cable,No,No,No,Yes,No,No,Bank Transfer,43.71,310.37,1,4,687,0,No
102535,Keith Ortiz,24,Female,No,Married,Yes,West Robert,NJ,USA,08-25-2021,28,Month-to-month,Basic,Fiber,No,No,No,No,Yes,No,Electronic Check,79.35,2245.63,10,3,333,5,No
102536,Joanna Carrillo,74,Female,No,Divorced,Yes,West Williamland,AK,USA,18/05/2024,68,One year,Standard,Fiber,Yes,Yes,Yes,No,No,No,Mailed Check,104.53,7114.73,2,1,101,0,No
102537,Eric Williams,33,Male,No,Married,No,Spencestad,GU,USA,25/10/2024,44,One year,Basic,Fiber,No,No,No,Yes,No,No,Electronic Check,104.68,4628.16,6,5,596,1,No
102538,Amy Proctor,68,,Yes,Married,Yes,South Victorstad,ND,USA,2021-05-06,27,Month-to-month,Premium,DSL,No,Yes,No,No,No,No,Credit Card,81.77,2216.75,6,5,603,6,No
102539,john evans,56,Male,No,Single,Yes,Parkerberg,AZ,USA,2020-07-22,44,Two year,Basic,None,No,No,Yes,No,No,No,Mailed Check,30.64,,10,3,163,5,No
102540,Bruce Campbell,31,,No,Divorced,No,Stephaniefurt,NH,USA,08-06-2024,60,One year,Basic,None,Yes,Yes,No,Yes,Yes,Yes,Credit Card,80.06,4890.95,10,5,683,3,No
102541,Karen Harris,39,Female,No,Divorced,No, WEST NANCYMOUTH ,TX,USA,05/01/2022,59,One year,Standard,Cable,Yes,Yes,No,No,No,No,Electronic Check,72.46,4311.56,9,3,248,3,No
102542,Charles Baker,19,Male,No,Married,Yes, DUANETON ,HI,USA,03-03-2025,62,Month-to-month,Premium,DSL,Yes,Yes,Yes,No,No,Yes,Mailed Check,44.86,2807.11,3,1,187,8,No
102543,Brian Johnson,55,Male,No,Married,Yes, PORT ANNA ,MT,USA,2025-02-23,54,One year,basic,Cable,Yes,No,No,Yes,Yes,No,Mailed Check,119.89,6579.19,5,2,458,7,No
102544,ronnie hammond,28,,No,Married,Yes,Lake Tina,IA,USA,06/02/2021,66,Month-to-month,Standard,Cable,Yes,Yes,No,No,Yes,Yes,Bank Transfer,111.04,7306.54,4,3,510,0,No
102545,Ashley House,35,,Yes,Married,No,West Erin,WA,USA,01-01-2026,36,Two year,Premium,Fiber,Yes,Yes,No,No,Yes,Yes,Credit Card,80.31,2969.19,9,4,425,1,No
102546,David Reed,68,Male,No,Married,Yes,Zacharyfort,MT,USA,2020-11-15,60,One year,Premium,Cable,No,No,No,No,Yes,No,Electronic Check,38.08,2357.7,2,4,589,3,No
102547,Adam Harris,40,Male,No,Married,No,Taylorport,OH,USA,2023-03-30,9,One year,Premium,Fiber,Yes,Yes,Yes,Yes,No,No,Bank Transfer,109.02,1006.99,6,3,687,0,No
102548,Zoe Burns,44,Male,No,Divorced,No,Morrishaven,CT,USA,02-01-2022,20,One year,Standard,Cable,No,No,No,Yes,No,Yes,Bank Transfer,88.98,1897.72,1,5,566,6,No
102549,Steven Dillon,84,Female,No,Married,Yes, EAST ANTHONY ,TX,USA,2022-05-23,51,Month-to-month,basic,Cable,Yes,No,No,No,No,Yes,Mailed Check,36.62,1914.22,5,4,80,4,No
102550,Stephanie Carroll,72,Male,No,Married,No,West Mark,MD,USA,2023-05-07,62,Two year,Basic,Cable,Yes,Yes,Yes,Yes,No,No,Bank Transfer,115.59,7215.13,10,1,224,3,No
102551,Laura Hansen,56,Female,Yes,Single,Yes,Port James,ME,USA,12-09-2021,18,Month-to-month,standard,DSL,Yes,Yes,No,No,Yes,No,Credit Card,68.77,1351.57,1,4,179,1,No
102552,Vanessa Padilla,21,Male,No,Divorced,Yes,Roberttown,KY,USA,2023-02-23,20,Two year,Standard,Fiber,Yes,Yes,No,No,No,No,Bank Transfer,95.76,1918.54,6,1,744,3,Yes
102553,Brandon Robertson,32,Male,No,Divorced,No,Hortonville,DC,USA,20/06/2023,48,Two year,Premium,Cable,Yes,No,Yes,No,No,No,Electronic Check,98.19,4777.03,8,2,519,1,No
102554,Anthony Ramos,37,Male,Yes,Single,No,East Steven,NJ,USA,31/03/2023,14,Month-to-month,premium,None,No,Yes,Yes,No,Yes,Yes,Bank Transfer,108.71,1558.02,4,4,671,7,No
102555,David Bowers,41,Female,No,Married,No, HOGANMOUTH ,AL,USA,2025-01-06,3,One year,Premium,None,No,Yes,No,Yes,Yes,Yes,Electronic Check,73.34,314.69,5,4,510,5,No
102556,Sean Leonard,41,Female,No,Divorced,Yes,Port Christopher,IL,USA,06/11/2025,57,One year,Standard,Fiber,No,Yes,Yes,No,No,No,Credit Card,37.84,,0,2,726,1,No
102557,lori ramirez,30,Male,Yes,Divorced,No,New Robertside,WV,USA,2025-08-24,11,Two year,Premium,Cable,Yes,No,Yes,Yes,No,No,Mailed Check,95.15,1145.79,1,5,77,1,No
102558,Allison Houston,74,Male,Yes,Divorced,Yes,Eileenberg,AL,USA,31/12/2025,17,One year,Standard,None,No,Yes,No,Yes,No,Yes,Electronic Check,46.07,788.35,1,4,766,0,No
102559,katrina wallace,76,Female,No,Single,No,Staffordborough,KY,USA,08-17-2024,37,Month-to-month,Standard,Cable,Yes,Yes,Yes,No,Yes,No,Credit Card,76.82,2940.95,6,4,790,3,No
102560,cody fitzgerald,56,Male,Yes,Married,Yes, RODRIGUEZMOUTH ,OK,USA,17/03/2025,52,Month-to-month,standard,None,Yes,Yes,No,Yes,No,No,Credit Card,32.48,1774.96,8,3,34,8,Yes
102561,Caitlin Bailey,45,Female,Yes,Single,No,Wheelerbury,NM,USA,10-07-2024,36,One year,Basic,Fiber,No,No,Yes,No,Yes,No,Electronic Check,42.73,1638.72,2,2,15,6,No
102562,Roger Olsen,18,Male,No,Divorced,Yes, STANLEYFORT ,UT,USA,2021-04-03,54,Two year,Premium,DSL,No,Yes,No,No,Yes,No,Electronic Check,45.34,,5,4,192,1,No
102563,Alexander Mercer,68,Female,No,Married,Yes,New Coreytown,CA,USA,12-25-2021,39,Month-to-month,Basic,Cable,No,No,Yes,No,Yes,Yes,Mailed Check,101.97,3956.33,1,5,112,7,No
102564,Steven Johnston,76,,Yes,Married,No,Mackmouth,PW,USA,2022-07-29,3,Month-to-month,basic,Fiber,Yes,Yes,No,Yes,Yes,No,Electronic Check,86.65,,9,4,309,3,No
102565,Susan Brown,38,,Yes,Married,No,Hartstad,MH,USA,25/11/2024,15,Two year,basic,None,No,No,Yes,No,No,No,Electronic Check,51.75,800.91,5,2,626,8,No
102566,Caroline Robinson,27,Female,No,Divorced,No,Jenniferfort,WI,USA,2023-12-22,21,Month-to-month,Basic,Cable,Yes,No,Yes,Yes,No,No,Mailed Check,114.5,2377.98,0,5,113,1,Yes
102567,Christine Parker,28,Female,Yes,Married,Yes,Jessicaberg,OH,USA,2025-01-29,28,Two year,basic,Cable,No,No,Yes,Yes,Yes,No,Mailed Check,114.06,3179.81,10,4,664,5,No
102568,Cory Wilson,46,Female,Yes,Married,No,Sanchezville,NV,USA,12-25-2025,37,One year,Standard,Cable,Yes,Yes,Yes,No,No,Yes,Bank Transfer,27.54,1124.46,3,4,167,8,No
102569,heather thompson,45,Female,Yes,Single,No, NEW WILLIAMBURGH ,WV,USA,2023-05-02,51,Two year,premium,Fiber,No,No,No,Yes,Yes,Yes,Mailed Check,114.84,,0,3,532,4,No
102570,james taylor,41,Female,Yes,Married,Yes, SAMANTHASIDE ,DC,USA,26/06/2024,18,One year,premium,Fiber,Yes,No,No,Yes,No,No,Mailed Check,90.29,,5,4,101,6,No
102571,Elizabeth David,22,Female,No,Married,Yes,Port Julie,CA,USA,11/10/2022,65,Two year,Premium,None,No,No,No,Yes,No,Yes,Electronic Check,56.67,3720.41,3,5,189,8,No
102572,Darrell Rodriguez DDS,36,Male,Yes,Divorced,Yes,South Christina,DE,USA,2021-09-19,28,Month-to-month,Premium,Fiber,Yes,No,Yes,No,Yes,No,Credit Card,107.45,2982.89,1,2,447,3,No
102573,Brian Alvarez,58,,Yes,Divorced,Yes,Port David,OH,USA,02/10/2020,11,One year,premium,None,No,Yes,No,No,No,No,Electronic Check,86.84,,8,1,59,0,No
102574,Kimberly Jones,43,,No,Divorced,Yes,Leahland,NY,USA,07-01-2022,23,Month-to-month,Premium,Fiber,Yes,No,Yes,No,Yes,No,Credit Card,58.91,1423.13,7,1,667,1,No
102575,Timothy White,51,Male,Yes,Single,Yes,New Laurenmouth,FL,USA,19/11/2023,46,Month-to-month,basic,Fiber,No,Yes,Yes,No,No,Yes,Credit Card,69.11,3210.89,7,1,703,5,No
102576,Jennifer Wiley,84,Female,Yes,Single,No,Port Alicia,CA,USA,2024-12-04,59,Two year,Standard,DSL,No,No,Yes,Yes,No,Yes,Electronic Check,115.09,6883.88,1,2,81,3,No
102577,Michele Giles,45,Male,No,Single,Yes, NORTH JAREDHAVEN ,ME,USA,2021-06-16,12,Month-to-month,basic,Cable,No,No,No,No,No,Yes,Electronic Check,75.81,967.87,7,4,515,4,Yes
102578,Gerald Hahn,41,Female,No,Married,Yes,East Maureen,IL,USA,14/03/2024,22,Two year,basic,DSL,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,26.69,640.36,3,5,736,1,No
102579,Adam Solis,32,Male,No,Divorced,No,New Jessica,WI,USA,25/02/2022,5,Two year,Premium,Cable,No,Yes,Yes,Yes,No,No,Electronic Check,71.03,446.18,10,4,357,3,No
102580,Ann Davis,34,Female,Yes,Married,No,Port Jessica,MS,USA,24/04/2025,5,One year,Standard,DSL,No,Yes,Yes,No,Yes,Yes,Mailed Check,107.42,600.89,0,3,445,0,Yes
102581,Joel Johnson,19,Male,No,Married,Yes,Gonzaleshaven,TN,USA,2025-03-09,18,Two year,Standard,None,Yes,No,Yes,No,Yes,No,Credit Card,59.05,1133.85,4,5,768,5,No
102582,Donald Howell,67,Female,No,Single,No, MAYSMOUTH ,WY,USA,2024-03-09,14,Two year,premium,Cable,Yes,Yes,Yes,Yes,No,No,Mailed Check,93.99,1315.99,5,4,259,6,No
102583,Scott Wheeler,67,,Yes,Divorced,Yes,Sanfordport,IL,USA,08-03-2023,19,One year,Basic,Fiber,No,No,Yes,No,Yes,No,Mailed Check,63.5,,3,4,382,6,Yes
102584,Javier Stephenson,58,Male,No,Married,No,Murrayhaven,NY,USA,08/05/2023,9,Month-to-month,Premium,Cable,No,No,No,No,Yes,Yes,Bank Transfer,47.96,458.59,3,1,637,4,No
102585,Michael Lopez,36,Female,No,Divorced,No,Port Melanie,CA,USA,2024-11-27,43,Month-to-month,Premium,None,Yes,No,Yes,Yes,Yes,Yes,Credit Card,71.09,3088.25,7,1,690,4,No
102586,Brett Howard,22,Female,No,Married,No,Morganfurt,WV,USA,03-10-2023,41,Month-to-month,Premium,Cable,Yes,Yes,Yes,No,No,No,Electronic Check,38.98,1657.4,3,4,286,8,No
102587,Stephanie Sellers,63,Male,No,Married,No,Lake Laurentown,ND,USA,09/10/2024,38,Two year,Premium,None,No,Yes,Yes,Yes,No,Yes,Mailed Check,79.03,3068.3,4,1,627,7,No
102588,Andrew Gilbert,31,Male,No,Single,No,North Christophershire,RI,USA,2020-12-14,22,One year,Premium,Fiber,Yes,No,Yes,No,Yes,No,Electronic Check,47.76,1068.01,10,5,169,7,Yes
102589,Shawn Monroe,18,Male,Yes,Single,No,Lewisville,OR,USA,06-22-2021,34,Two year,Basic,None,No,No,No,Yes,No,No,Bank Transfer,94.14,3210.01,5,3,74,3,No
102590,Joy Larson,71,,Yes,Married,Yes,West Josephstad,NY,USA,03-09-2022,18,Two year,Basic,Cable,No,No,No,No,Yes,No,Electronic Check,113.23,2122.65,5,1,598,3,Yes
102591,Mary Hampton,33,,No,Single,Yes,New Feliciahaven,ND,USA,03/07/2023,59,Two year,Standard,Cable,No,Yes,Yes,No,Yes,No,Electronic Check,97.73,5781.1,4,1,653,3,No
102592,Richard Gill,22,,Yes,Divorced,Yes, DOUGHERTYFURT ,TX,USA,20/03/2023,66,Two year,Premium,None,No,No,Yes,Yes,No,Yes,Electronic Check,52.91,3590.26,1,2,559,1,No
102593,Diane Rubio,41,Male,Yes,Married,Yes,West Jeremyhaven,FM,USA,01-24-2021,14,Month-to-month,Premium,Fiber,Yes,Yes,Yes,Yes,No,Yes,Electronic Check,64.91,958.26,3,4,743,3,No
102594,Kimberly Shaw,57,Female,Yes,Married,No,Jessicahaven,HI,USA,2026-07-07,47,One year,Standard,Cable,No,No,No,No,Yes,Yes,Mailed Check,95.62,4591.9,2,4,556,6,No
102595,Jessica Carroll,79,Male,Yes,Single,Yes,Jessicafort,LA,USA,10-13-2021,57,Two year,Standard,Cable,Yes,Yes,Yes,Yes,No,Yes,Credit Card,61.45,,4,3,468,5,No
102596,Alex Mooney,51,Female,Yes,Married,Yes,Jaimeville,MO,USA,31/12/2021,17,Two year,premium,Fiber,No,Yes,No,Yes,No,Yes,Electronic Check,72.47,1271.85,7,5,693,6,No
102597,Chad Alvarez,31,,Yes,Married,Yes,Annatown,MP,USA,2024-01-20,35,One year,Premium,DSL,Yes,Yes,No,No,Yes,No,Electronic Check,41.07,,7,1,601,7,No
102598,Rachel Meyer MD,50,Male,No,Single,Yes,Thomasbury,NC,USA,31/10/2021,34,Two year,basic,DSL,Yes,No,Yes,No,Yes,No,Mailed Check,95.3,,9,5,402,0,No
102599,Samuel Krueger,30,Male,Yes,Married,No,Nathanfurt,DE,USA,21/08/2025,59,Month-to-month,Basic,Fiber,Yes,No,Yes,Yes,Yes,No,Electronic Check,78.29,4701.11,6,5,295,4,Yes
102600,David Schultz,55,Female,No,Divorced,Yes,Scottville,NH,USA,05-27-2025,26,Two year,basic,None,Yes,No,Yes,Yes,No,No,Mailed Check,99.84,,0,4,583,6,No
102601,William Rogers,73,Female,Yes,Divorced,Yes,Kimberlymouth,VI,USA,28/06/2021,61,One year,Standard,Cable,Yes,No,Yes,Yes,No,No,Credit Card,44.02,2720.2,3,5,85,2,Yes
102602,Michelle Henderson,25,Male,No,Married,Yes, NORTH MEGHANLAND ,AK,USA,06/11/2025,6,Two year,Premium,Cable,No,No,Yes,Yes,Yes,No,Credit Card,114.08,665.8,4,5,359,4,No
102603,Shawn Perry,74,,Yes,Single,Yes,Lake Johnton,MI,USA,12-17-2025,27,Two year,Basic,DSL,Yes,No,Yes,Yes,No,Yes,Electronic Check,27.89,840.12,3,2,635,6,Yes
102604,Chris Williams,21,,No,Divorced,Yes,Valeriemouth,MP,USA,25/05/2023,52,Month-to-month,premium,DSL,No,Yes,No,No,Yes,Yes,Credit Card,67.82,3606.61,9,5,81,6,No
102605,Sarah Ballard,34,Male,No,Married,No,Carsonberg,AR,USA,10/07/2022,10,Two year,Premium,None,Yes,Yes,Yes,No,Yes,Yes,Credit Card,42.37,488.3,1,5,240,1,No
102606,Anne Scott,84,Female,No,Divorced,No,East Jamie,UT,USA,08-28-2021,13,Two year,Basic,None,Yes,Yes,No,Yes,No,No,Bank Transfer,68.21,873.18,0,2,145,1,Yes
102607,Reginald King,45,Male,Yes,Single,No,Claytonmouth,TN,USA,11/07/2026,70,Month-to-month,Standard,Cable,Yes,No,No,Yes,No,No,Electronic Check,105.45,7450.99,9,2,675,1,Yes
102608,michelle case,31,Female,No,Divorced,Yes,New Robin,HI,USA,2024-11-25,9,Two year,premium,None,Yes,Yes,Yes,Yes,Yes,Yes,Bank Transfer,101.08,898.83,8,5,69,2,Yes
102609,Douglas Hernandez,33,Male,No,Married,No,Waterstown,MH,USA,06-17-2022,26,One year,Premium,None,No,No,Yes,No,No,Yes,Electronic Check,43.41,1130.18,8,4,569,6,No
102610,Katie Jarvis,50,Male,Yes,Single,Yes,West Barryville,MT,USA,12/06/2025,13,Month-to-month,Basic,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,108.62,,7,4,222,3,No
102611,lori martinez,65,Female,No,Divorced,No, KLEINSHIRE ,MT,USA,03/06/2021,53,One year,Premium,DSL,Yes,Yes,Yes,Yes,Yes,No,Electronic Check,105.82,,10,4,310,1,No
102612,William Obrien,39,,Yes,Married,Yes,Port Ryanshire,AZ,USA,2022-03-03,31,One year,Premium,None,Yes,No,No,No,Yes,Yes,Bank Transfer,91.94,,3,1,310,6,No
102613,Cindy Frazier,28,Male,Yes,Divorced,No,Floresland,IL,USA,09-12-2024,14,Two year,standard,Fiber,No,Yes,Yes,No,Yes,No,Electronic Check,51.56,758.74,0,5,734,2,No
102614,Kimberly Fields,79,Female,Yes,Married,Yes, PORT DEREKFURT ,HI,USA,2023-05-05,5,One year,Premium,Cable,Yes,Yes,Yes,No,No,Yes,Mailed Check,70.85,338.88,7,5,141,6,No
102615,Frederick Washington,34,,No,Single,Yes, WEST ANDRE ,VI,USA,2025-10-14,34,Month-to-month,standard,Fiber,Yes,Yes,Yes,Yes,No,No,Electronic Check,53.97,1876.14,10,3,90,8,No
102616,Jacob Schaefer,19,Female,No,Single,Yes, LAKE NICOLE ,FL,USA,08-10-2023,14,One year,premium,None,No,Yes,Yes,No,Yes,No,Credit Card,88.17,1312.32,7,4,372,2,No
102617,Madeline Miller,77,Female,Yes,Married,No,Millermouth,AR,USA,2022-06-05,68,One year,Basic,None,Yes,Yes,No,Yes,Yes,No,Mailed Check,76.6,5306.68,0,5,415,5,No
102618,michael johnson,78,Female,Yes,Divorced,Yes, NORTH SAMANTHA ,FL,USA,09-25-2023,52,One year,Premium,Fiber,No,Yes,No,No,No,Yes,Electronic Check,112.33,5825.57,5,2,733,8,No
102619,christopher smith,36,Male,Yes,Married,No,Josephside,AK,USA,06-25-2021,9,Month-to-month,Standard,Cable,No,No,Yes,No,No,Yes,Credit Card,75.75,,5,3,57,8,Yes
102620,aaron miller,65,Female,No,Married,No,Robertchester,NV,USA,06-15-2024,62,Month-to-month,Premium,Cable,No,Yes,No,Yes,No,No,Mailed Check,66.55,4216.05,3,2,270,6,No
102621,Larry Fields,59,Male,Yes,Single,No,Richardston,VA,USA,02/04/2024,58,One year,Basic,Fiber,Yes,Yes,Yes,No,No,Yes,Credit Card,50.77,3031.9,1,1,439,8,Yes
102622,Lindsey Ward,66,Female,Yes,Divorced,No,Lake Danielmouth,VA,USA,07/12/2025,2,Two year,premium,None,No,Yes,Yes,No,Yes,No,Electronic Check,109.15,245.31,7,5,344,0,Yes
102623,Karina Murphy,42,,No,Divorced,No, PHILLIPSMOUTH ,RI,USA,2022-12-08,5,One year,Premium,Fiber,Yes,No,Yes,Yes,Yes,No,Mailed Check,51.53,348.55,0,2,528,1,No
102624,Dr. Edward Smith,32,,No,Divorced,Yes,Brianton,LA,USA,03-29-2024,40,Two year,Premium,Fiber,No,No,No,Yes,No,Yes,Mailed Check,48.07,,5,1,343,8,No
102625,Amanda Franklin,70,,Yes,Single,No,New Jonathanview,RI,USA,24/04/2022,25,Two year,premium,Cable,Yes,No,Yes,Yes,No,No,Electronic Check,67.16,,9,4,693,4,Yes
102626,Ms. Lindsay West,43,,Yes,Divorced,No, TINAHAVEN ,CO,USA,2024-01-13,31,Month-to-month,standard,Cable,No,Yes,No,No,Yes,No,Electronic Check,75.55,2432.86,1,1,797,0,No
102627,Benjamin Massey,30,Male,Yes,Married,No,Williamsmouth,NC,USA,11-15-2024,42,Month-to-month,Premium,None,Yes,Yes,Yes,No,No,Yes,Electronic Check,38.54,1621.28,5,1,425,8,No
102628,Mary Zamora,46,Male,No,Married,Yes,West Samuelberg,ND,USA,2021-05-23,31,Month-to-month,Standard,Cable,No,Yes,Yes,No,No,No,Credit Card,53.92,1770.5,7,5,281,3,No
102629,Sharon Robinson,70,Female,Yes,Married,Yes,West Blake,OK,USA,07/08/2022,32,Month-to-month,Premium,None,Yes,Yes,Yes,No,No,No,Mailed Check,67.77,2219.39,1,4,370,0,Yes
102630,William Rivas,80,Male,No,Married,Yes,Fullerton,GA,USA,19/11/2020,10,Month-to-month,premium,Fiber,No,No,No,No,No,Yes,Bank Transfer,76.33,837.2,7,3,692,4,No
102631,Lisa Davidson,22,Female,No,Single,Yes,Davisfurt,ME,USA,11-08-2025,41,Month-to-month,Basic,None,No,No,Yes,Yes,No,Yes,Credit Card,60.9,2579.67,3,3,726,5,No
102632,Amy Bennett,64,Female,No,Divorced,Yes, LAKE PATRICIALAND ,MT,USA,12-26-2024,50,Two year,premium,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,51.55,2664.88,7,3,303,4,No
102633,Jennifer Johnson,82,Female,Yes,Married,Yes,New Robert,KS,USA,18/03/2023,63,One year,Standard,DSL,No,No,No,Yes,No,No,Mailed Check,39.15,2491.6,2,3,740,5,Yes
